"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"MSRB3",1964.22510510189,-2.63535267525998,0.382434250895167,1.59235467891227e-13,1.30552366810631e-11
"PHLDA1",3098.88603705769,2.76713756523973,0.4066927579132,1.59409346573228e-13,1.30552366810631e-11
"AOC3",2757.79079113284,-2.7408867651361,0.402235567674567,1.61138390677436e-13,1.3132778840211e-11
"PYGM",265.40474579643,-3.8013771407032,0.584937417505302,1.63295550384248e-13,1.32442946637737e-11
"SLC4A11",237.523451148695,4.02541740201488,0.661532213906101,1.75285256495667e-13,1.414838543897e-11
"COL1A1",61514.9020252524,2.71536023036568,0.400088000349472,2.04095045930831e-13,1.63949843355633e-11
"IFITM2",6382.05912711096,2.87764584025279,0.432483020701949,2.388477494923e-13,1.90953088867915e-11
"ATP2B4",5530.20682741839,-2.71144252200379,0.401459202235577,2.42311666777289e-13,1.92804292584072e-11
"PDX1",359.641981836016,4.80478244592532,0.922124050992097,2.56690749669264e-13,2.03282122462136e-11
"TMEM253",320.431624868827,-4.38826492948014,0.733870261510336,2.76342093963337e-13,2.1781724955636e-11
"PKP1",260.845739680574,3.31157988895126,0.511478852343194,2.90936080394422e-13,2.28248871670185e-11
"CDKN2B",2968.450186763,-3.37531475265546,0.536073331065544,3.12323685010323e-13,2.43888481285503e-11
"UHRF1",786.993210874226,2.91308577710822,0.43985912288339,3.23904943563036e-13,2.51761115624066e-11
"HPGD",3610.8671962492,-3.59908169925868,0.583643622451273,3.39476024526102e-13,2.62648063399481e-11
"MYBL2",3080.69933809363,2.83576205943682,0.428735443591394,3.77383703540464e-13,2.90637385263342e-11
"EPHX4",145.644890453034,3.90323350286012,0.629553604831461,3.82121135231571e-13,2.92942088557207e-11
"GJB4",38.0211547334499,4.4629489394521,0.693139260706259,4.11595808057027e-13,3.1410372824861e-11
"TMEM37",2504.82229258811,-3.75147259193083,0.635167613338437,4.93364767460422e-13,3.74800953886562e-11
"PEG10",201.008092279613,-4.03033676809557,0.648728509759992,5.20384369406552e-13,3.93546539548045e-11
"SULT1A2",576.327290442512,-3.65268656901419,0.605752989780983,5.54738021087895e-13,4.17645589060299e-11
"BMP7",403.456334310553,2.34299776609242,0.342503835899516,5.59543675208291e-13,4.19382980494285e-11
"FAM83H-AS1",657.066446484894,2.94172015918734,0.452914214565806,5.91386724850602e-13,4.412796321563e-11
"ATHL1",1230.0508261863,2.92044915999292,0.449301326951962,6.15674663249749e-13,4.57369996517701e-11
"SFRP1",1120.62453305384,-4.53625017678557,0.90741709030563,6.31190245585084e-13,4.66830530093743e-11
"TACR2",1122.24197093508,-3.81883866103267,0.639979787161479,6.37107910052705e-13,4.69140557099775e-11
"JAM2",473.292732000386,-2.96624113949377,0.453260887529219,7.74381732329509e-13,5.67733401924897e-11
"NKD2",628.067976371965,3.95260627821272,0.691300092905476,8.24611313832413e-13,6.01930406431842e-11
"RELN",189.799743338516,-2.97400138035224,0.447623350156595,8.82886653939161e-13,6.41678962466865e-11
"SMPDL3A",2511.20952917305,-3.47445329089051,0.575821259151252,9.27126982813922e-13,6.70928229071679e-11
"PLAU",1587.33684350025,2.38329083939895,0.355722315996224,9.32033671176405e-13,6.71584262033505e-11
"ACAN",194.597415077714,3.65302962465435,0.610755307674409,9.73246240775265e-13,6.98283381896407e-11
"LY6G6C",58.1002144577697,4.48638488612131,0.750918968640868,1.02448602485772e-12,7.31918973248349e-11
"ACTL10",350.335516150607,2.43843374783242,0.363731964011015,1.06458335854042e-12,7.57342796887078e-11
"MASP1",858.948358921331,-3.74212804005549,0.611898846110547,1.11480539767543e-12,7.89724380657082e-11
"MYEOV",786.749405195128,3.91874746304043,0.680257549915299,1.18403453270421e-12,8.35241839057604e-11
"FGFR2",1299.14161760123,-2.98188257273955,0.470824854019662,1.24707804183495e-12,8.7306772339601e-11
"GFRA2",188.309581551402,-3.38274223649664,0.536725853482238,1.24805678488917e-12,8.7306772339601e-11
"CEL",446.547737826069,4.10069575189916,0.752143566204734,1.3288452435777e-12,9.25725427154609e-11
"ADAMTS2",1379.522278316,2.52121074757225,0.384819205523892,1.62735170606849e-12,1.12899205756958e-10
"EML1",840.130609592814,-2.45642573900435,0.3702392976661,1.70391604892994e-12,1.17724471380596e-10
"CLDN16",19.9446745290541,4.71018801952468,0.715860751749795,1.75287544564375e-12,1.2061076170866e-10
"STOX2",97.1703231134173,-2.99816442569768,0.453262873395793,1.76808921707193e-12,1.2116101985886e-10
"GDF15",5779.20357021926,3.7113293058097,0.653146373741756,1.8254591232651e-12,1.24583874880072e-10
"CDHR2",9955.70996039602,-3.23362620906602,0.538241517651396,1.88496113936045e-12,1.28123937525193e-10
"CHP2",7532.07678201304,-3.61742405424902,0.603738064464537,2.00391716810343e-12,1.35660344093905e-10
"RP5-1120P11.1",28.6930200180246,5.13952702549273,0.803191946534751,2.07981632879665e-12,1.39808174025985e-10
"KRT17",241.532616803756,4.55822049301736,0.969308680137139,2.0818418909105e-12,1.39808174025985e-10
"KIAA0226L",2847.0599224565,2.48902149486657,0.382276547630864,2.0910918925802e-12,1.39869887587765e-10
"OTX1",47.8909613691925,5.37438000656711,0.917669923555855,2.11219013807331e-12,1.40720477095686e-10
"SCG2",313.496214263367,-3.121187480677,0.498762521782273,2.13246160870252e-12,1.41509478057338e-10
"UGT2B17",14470.9224724256,-3.36431973179732,0.54888519036188,2.39308580165528e-12,1.58179202850356e-10
"CHRDL1",1168.69997981,-3.07669672192145,0.500213198602739,2.58340308685253e-12,1.70089233039871e-10
"SCIN",2513.71657446393,-3.79225044377635,0.682802129588499,2.61794404340151e-12,1.71690088065109e-10
"TNS1",13036.5658851304,-2.68713274569911,0.423347518442355,2.78470149634305e-12,1.81915772070441e-10
"MT1M",1358.87986459106,-3.57764183861599,0.626199904440755,2.97916404250654e-12,1.93865058564505e-10
"HOMER2",68.3291276904385,-3.35846126391403,0.515192203962168,3.04030231842841e-12,1.97079674224304e-10
"CELSR3",474.394897806314,2.52856972820633,0.391705336486383,3.1634000038675e-12,2.04270471788198e-10
"HLF",258.097722929202,-3.11910654765023,0.502960758027057,3.75060739989348e-12,2.40567674571052e-10
"KCNN4",4103.38592383501,2.73134744817217,0.434499747080427,3.75699412704376e-12,2.40567674571052e-10
