"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"GYLTL1B",1217.32852134407,4.80789341002979,0.605262146968753,1.11821287542108e-16,3.50317105348898e-14
"TNFRSF12A",1469.63627298456,3.26209694795107,0.415640771652691,3.12461095972397e-16,9.44489783996224e-14
"PRR7",321.247160452262,4.26233126223096,0.545286129768793,3.15788673527389e-16,9.44489783996224e-14
"GTF2IRD1",1724.13198764056,2.56096546996825,0.325893982618327,3.18546301516433e-16,9.44489783996224e-14
"MNX1-AS1",136.897666122319,3.19091551498743,0.410179875028742,5.3333691635354e-16,1.55360108054986e-13
"S100A2",131.150544362028,3.74250557514336,0.484999172175254,6.42771838720953e-16,1.84010062243495e-13
"AMH",188.073785903128,5.74411383347592,0.747074660296161,7.66225020265968e-16,2.15633902313494e-13
"AJUBA",374.894291093418,2.76017876621336,0.357856489084892,9.02080088296612e-16,2.49635629767949e-13
"P2RY1",925.725234852907,-3.00480717587123,0.392704247499187,1.30976992558293e-15,3.56515079416048e-13
"BEST4",1347.42993646202,-5.66385051115222,0.74367248469252,1.51019493015637e-15,4.04439945488973e-13
"SLC25A34",281.638393193897,-4.318859818099,0.568321250853603,2.1821079049105e-15,5.75106661160856e-13
"REEP6",571.276522511977,2.38214103123232,0.313853055556324,2.88837082944872e-15,7.49351707065103e-13
"TOP1MT",1448.10402046386,1.96460381874594,0.258483862506834,3.3226437465184e-15,8.48756565649099e-13
"CST2",59.7098817750895,6.53607839629533,0.871176466876573,3.67392537747994e-15,9.24270560116316e-13
"LGALS9C",376.504949420961,-3.93047303858777,0.528823862483504,5.82498626699733e-15,1.44355331309289e-12
"SULT1A2",283.332318131309,-3.72452594342407,0.503902391191804,1.05353948358916e-14,2.57249552728152e-12
"SLC4A11",142.273558123782,3.87776060907724,0.528145404604652,1.36789299323092e-14,3.29166597965307e-12
"SIM2",174.416930869549,3.94615587960591,0.541185578440024,1.75359969512191e-14,4.15953847682918e-12
"PLEKHN1",75.7949145101918,3.63965700602276,0.497640730291088,2.00818967183584e-14,4.69633539593835e-12
"ULBP2",89.622433840181,5.29990997013851,0.731729302681519,2.46170590067794e-14,5.67696732984118e-12
"FAM83H-AS1",649.944439894024,2.81781505355215,0.387168561052111,2.61707695273531e-14,5.95259530455028e-12
"RHPN1",933.06736946376,4.16921190396476,0.57638897770125,2.75431153073977e-14,6.18007954816259e-12
"RAET1L",54.9747914259751,6.95631024669506,0.945680150749041,3.09897044028718e-14,6.86070735873711e-12
"LPHN3",156.085900313218,-3.1227948055362,0.43258352411005,3.16524609618192e-14,6.91522976065851e-12
"KLK10",2348.1156069538,6.91596633046967,0.966831802981804,3.82314204097148e-14,8.24356332176396e-12
"EPHX4",128.973734694505,4.31451113904603,0.601805671466008,3.87254841663207e-14,8.24356332176396e-12
"CA7",1830.37521343415,-5.30085678266938,0.744044284820669,4.61998021081543e-14,9.71014574941511e-12
"DDN",74.6831186339835,4.45613749222724,0.621985231733332,5.73596915601377e-14,1.19050039833066e-11
"SLC26A2",25119.5491375769,-5.13868880980331,0.725499319064622,6.62637761578915e-14,1.35832560410572e-11
"KLHL35",762.379698596686,6.28763336791319,0.890093926450537,7.42592894621987e-14,1.50366005150042e-11
"PPP2R3A",537.544812769842,-2.24845846926171,0.314128642966177,7.91141968867002e-14,1.58266521097201e-11
"VWA2",1628.59107239555,6.22824891528452,0.884210557018867,8.99375142557868e-14,1.77776486512272e-11
"CORIN",77.0844626517094,4.08893809161289,0.583179574138841,1.12279888318168e-13,2.19328854780572e-11
"AZGP1",2582.68286344615,4.38777024792445,0.623855399867895,1.1378386801362e-13,2.19682249360249e-11
"LINC00858",35.954313119359,5.73758245662497,0.821610381343631,1.21899127514267e-13,2.32645185430676e-11
"MT1E",4025.62079710059,-4.179750015809,0.596220350811955,1.23901341486126e-13,2.33779303867685e-11
"RP11-350J20.12",134.136419777712,6.94430215160786,0.991479547223793,1.35757244919826e-13,2.52854032501713e-11
"USP2",540.919404508047,-4.27103733383935,0.609966799159423,1.37056510028632e-13,2.52854032501713e-11
"FSIP2",179.488552250339,-4.06689331687232,0.59261059735048,1.93816355558924e-13,3.53640304142897e-11
"BMP5",196.758251380691,-3.65767471943561,0.534602904173638,2.34162248902978e-13,4.22611954433158e-11
"SEMA6D",1088.10083046632,-3.9700991731644,0.576048730951013,2.91546982965029e-13,5.20521086575412e-11
"MT1M",1037.39515617281,-4.74869320842819,0.693811966952775,3.55845046236258e-13,6.28558632734768e-11
"IGFL4",38.5247583290859,4.95590826378576,0.718880712016123,3.61553003040819e-13,6.31918532893658e-11
"PALM3",126.170101310059,3.54526504910802,0.516050366296215,4.20591421355139e-13,7.27447912518825e-11
"TMEM82",234.267500732333,-2.90337406408601,0.420291178117557,4.41769798390549e-13,7.56200590976976e-11
"LINC00659",32.1967337774996,6.51233946859958,0.923865524996103,5.80851741608756e-13,9.84128807925693e-11
"SLC4A4",4701.3040640651,-5.55673880368255,0.829278537960155,9.48575635347979e-13,1.59092422720382e-10
"MDFI",230.176624908105,3.69816423789497,0.551629333764029,1.24743676528119e-12,2.06849288893048e-10
"GRHL3",185.747970655564,4.89525542533241,0.733555104933906,1.26801018364903e-12,2.06849288893048e-10
"CCDC68",949.369685877674,-3.43921115485563,0.512786204268387,1.2706954629662e-12,2.06849288893048e-10
"MAPK15",164.588665140444,4.59459070839077,0.687210908355591,1.3220575346392e-12,2.13058519658647e-10
"HOXB8",1828.61667084794,4.79649785114282,0.717251382716437,1.3345028935497e-12,2.13058519658647e-10
"STRA6",155.506073904332,4.53020353476968,0.676986690965589,1.36132302377564e-12,2.15270547493055e-10
"LRRC19",2458.02146098223,-2.97906943101691,0.444709213510974,1.42369941932774e-12,2.22457801322538e-10
"ACADSB",1095.0218419029,-1.53843652311212,0.225320209042745,1.43356930507779e-12,2.22457801322538e-10
"SALL4",73.5583664398003,4.80103570995548,0.720589817239866,1.67185967459276e-12,2.57032944786464e-10
"ABCC13",130.712806253705,-4.27578617941696,0.658117164264251,2.12622046458619e-12,3.23887748568707e-10
"ADTRP",1988.35535380576,-3.82883561066462,0.582595446005052,2.68924537676425e-12,4.03345307041723e-10
"UGT1A10",667.464778058808,-4.47080230678332,0.684571808195664,2.69641827762173e-12,4.03345307041723e-10
"CEL",580.903416672597,5.53887642167574,0.844997207993706,2.78365337070744e-12,4.12676612207377e-10
"TMPRSS13",360.327430190851,4.34228560094808,0.661188538602768,2.90221882907182e-12,4.2644638440627e-10
"GUCA2A",8106.69133425226,-5.22613959951176,0.804971050338151,4.07812819952752e-12,5.93975794955745e-10
"RP11-353N14.4",57.4376294454465,3.893162436447,0.597270790954725,5.32521740356106e-12,7.68868780597634e-10
"UGT2A3",1688.3472260978,-4.82033040129386,0.749539382369258,5.48647573316613e-12,7.85322785116296e-10
"ABCG2",768.891164260221,-4.18393340683404,0.646358720241003,5.72336086105592e-12,8.12228066127969e-10
"GAD1",46.418921094674,4.55571753361785,0.701498214226278,6.04662804144174e-12,8.50832305085582e-10
"TGFBI",32688.1717303416,4.02787121428333,0.626291005008781,7.26003409520906e-12,1.01298828669623e-09
"TMEM132A",931.953912586447,2.54610274995078,0.393529759809688,8.24731503898051e-12,1.1411534908936e-09
"SMOX",771.869416230592,3.10400553262101,0.48388876661488,9.41979966061544e-12,1.29261449227156e-09
"CST1",664.171436144977,8.71886338417623,1.37511077547261,1.04156609323677e-11,1.41755437804126e-09
"C2orf88",1861.11801841141,-3.41144498387644,0.533794694483519,1.07260687082786e-11,1.44793207180697e-09
"C2orf70",257.494062658876,4.40923028605079,0.692915623633542,1.11946730843041e-11,1.49900283783697e-09
"C6orf223",910.716251794605,5.07285717009809,0.80265561563286,1.29204649116134e-11,1.71625119513942e-09
"CEBPB",1724.84321892522,2.04803450647613,0.317399272921653,1.39580544184492e-11,1.83936139336453e-09
"MSX1",139.912882825168,3.74095611653507,0.593867578481441,1.77969758029946e-11,2.32677941915688e-09
"TMEM191A",209.704335290226,2.83708349236832,0.448907631658435,1.86845536467821e-11,2.42373694336852e-09
"ASCL2",2393.768374275,3.99365052835815,0.635635048185784,1.93004307466512e-11,2.48421978385578e-09
"FER1L4",557.779823913472,3.61968666341441,0.575840015693099,2.00223604196421e-11,2.55731748005952e-09
"LYPD3",162.680892395086,2.82496100844162,0.449909078342823,2.53605709496447e-11,3.19604950705682e-09
"SLC26A3",56020.7619282563,-4.91172850081019,0.791375157769018,2.54082471050048e-11,3.19604950705682e-09
"VPS9D1-AS1",223.925963464078,2.3964794608393,0.380316277187901,2.57301938508356e-11,3.21221156916747e-09
"DPF3",134.643744939811,-3.00337406166526,0.480949478462599,3.04046441360355e-11,3.76745306891592e-09
"DHRS2",85.2837903236505,4.60396137065884,0.741114372617133,3.32776154464378e-11,4.09290019905669e-09
"CCDC85B",1006.08266498419,2.60167650118325,0.416918030916023,3.59994249626927e-11,4.39510626529815e-09
"GOLT1A",283.832422602595,2.30059560138718,0.368408261378732,3.75958331605916e-11,4.55650521020776e-09
"MAFG-AS1",111.228143173083,3.049500907431,0.493000668030152,3.93170988744769e-11,4.73058775153489e-09
"KIF5C",164.371549226578,-3.09962612254066,0.499381798906521,3.99248340039952e-11,4.76915067483695e-09
"CLDN2",1536.48253022418,6.16519821802279,1.00684887664214,4.09014618526837e-11,4.85091337572829e-09
"TLX1",94.6623264969256,4.86009173159265,0.790543514103409,4.20560033887575e-11,4.95246723593567e-09
"ACSL6",656.79227250344,4.71550748972518,0.769022778261581,4.49532740972974e-11,5.25636734585582e-09
"SFTA2",30.7531180534494,8.02296370607828,1.55299084040047,4.68829797049323e-11,5.44367129385102e-09
"RP11-703I16.1",39.8244527561732,-2.65020385225954,0.425537555479459,5.32148084430055e-11,6.13596305130322e-09
"TPGS1",201.324612791276,2.28842765140956,0.37047132493879,5.8767318669764e-11,6.72946592546732e-09
"SPTBN2",959.730410475815,3.59821532963799,0.588873437537126,6.12472162199136e-11,6.96540258983181e-09
"FRMD3",592.313974975089,-3.6792318085162,0.602587277492937,6.3168195586457e-11,7.134998091956e-09
"SLC11A1",351.654208480005,3.51759038912751,0.577563180384588,6.6346824365546e-11,7.44339643084814e-09
"ANK3",1148.14328609749,-2.0124109817279,0.326626681665222,7.52584304946225e-11,8.3698149995951e-09
"RP11-329L6.2",366.982094655015,5.9740915613657,0.991699088264006,7.56126385171805e-11,8.3698149995951e-09
"CD177",9435.7220556492,-6.38123809193142,1.06443851883908,7.76918528658173e-11,8.53763554564096e-09
"MROH6",765.141512644838,2.74096580051687,0.449028112638956,7.81571068981827e-11,8.53763554564096e-09
"ADRA2C",326.085650682264,4.04564594488828,0.669638454220482,8.28940772381616e-11,8.99590365008127e-09
"GCNT2",367.321377558951,-3.65818645778012,0.603026268071401,8.49701467489945e-11,9.16132673130067e-09
"TMEM211",260.655120159063,5.60806153746809,0.935662990575412,9.09420102002498e-11,9.74194282170934e-09
"ZP3",544.212421221668,2.90826659566625,0.479766098397539,9.54089739519973e-11,1.0154939766019e-08
"PRKG2",218.370026133915,-3.72452257327958,0.617005855645445,1.19906770470375e-10,1.26810956489816e-08
"CA2",20749.231831465,-4.25511126805636,0.710108220397005,1.29639970357739e-10,1.36236839735436e-08
"CTHRC1",654.134461099211,3.90961394916002,0.655630579594753,1.3667441087094e-10,1.42725906798811e-08
"MRGBP",992.637818719892,1.60736394736864,0.262712100746954,1.42861116289108e-10,1.48254123429022e-08
"TRPM6",2027.91677483483,-4.58543902028858,0.774375741899594,1.45805105021605e-10,1.5036943874402e-08
"SFRP4",1099.74804332406,3.76070509530114,0.632781830415887,1.59581205620798e-10,1.63560885069613e-08
"GOLGA7B",302.086911985469,2.9519413562931,0.495050236260453,1.68158607224289e-10,1.6983986985533e-08
"ITGBL1",150.610149614501,3.42197503041192,0.576466180590532,1.68636327541148e-10,1.6983986985533e-08
"ZNHIT2",416.68254955262,1.38413544456735,0.22577713723432,1.68776069176882e-10,1.6983986985533e-08
"RP11-372E1.1",171.040320534124,5.65468537545641,0.960243278409613,1.71060487471461e-10,1.71101706866033e-08
"SLCO4A1",2309.05261310026,4.0067842836591,0.676996088049362,1.77166242996174e-10,1.76147802317873e-08
"ARHGAP44",1495.20099903804,-2.61135230796149,0.437852762941511,1.85556945404856e-10,1.83392114375132e-08
"PRKACB",3133.53182081714,-2.6629301114826,0.449215244058399,2.22784476359094e-10,2.18882452394461e-08
"DKC1",3655.91898488685,1.38356531669558,0.229050520134814,2.2890103736329e-10,2.23568989669416e-08
"CTD-2147F2.1",56.244073153205,7.25921670396247,1.20791591863315,2.67613682212243e-10,2.59851320435794e-08
"KLK6",708.843896885753,8.51049407308114,1.47872554911986,2.7085422578386e-10,2.61468811913675e-08
"BLACAT1",92.2590396403134,4.99853697590327,0.855535902471902,2.90618372969812e-10,2.78926443051489e-08
"AHCYL2",8811.28956904946,-2.71571848277497,0.462305984408249,3.08046627288919e-10,2.93954379281909e-08
"ASPG",285.431906989229,-4.59533785097881,0.802958430939809,3.47893329267965e-10,3.30081190809445e-08
"NXPH4",242.36442288238,5.70344652320015,0.988054953375151,3.54271888244644e-10,3.34223320023526e-08
"CTU1",287.890445920951,2.92425390522773,0.500729703067524,3.58792950251352e-10,3.36576166439178e-08
"WNT3",80.5586136080345,2.77058121697174,0.474221758793002,3.64457647849229e-10,3.39969369937561e-08
"TRIM29",934.673125626712,3.24543561520532,0.557029157808348,3.72611845943981e-10,3.44873951635988e-08
"EXOSC5",1389.43973417958,1.98877806563003,0.336320502799373,3.73869617528775e-10,3.44873951635988e-08
"SLC6A6",1855.04918801817,2.36192657104002,0.401929278173393,3.86098721294475e-10,3.54122971671331e-08
"GDPD5",963.826136913185,3.13794322803262,0.538638261428045,3.88161773332824e-10,3.54122971671331e-08
"BCL2",534.575630337755,-2.3954485527458,0.409079677854557,3.94547909405573e-10,3.57982157801646e-08
"PIGN",861.436260393525,-1.3103843319564,0.217717785437408,4.18472988877423e-10,3.77265271643396e-08
"MIR503HG",38.072042513229,3.31431344149967,0.570914754653687,4.20344948530644e-10,3.77265271643396e-08
"PLAC8",6000.74709890474,-4.22754244368561,0.734947738200412,4.40246999013589e-10,3.93003288796862e-08
"ULBP3",50.2866493099186,2.89058273863069,0.498526138188777,4.54902631299788e-10,4.0391461444394e-08
"ASPHD1",203.045091112233,2.51075748637456,0.430741133415249,4.71148669723508e-10,4.16114495323889e-08
"TMEM74B",186.27720714364,3.51918682518141,0.609663775381957,4.77775789237877e-10,4.19734878545276e-08
"PVRL3",1037.33696014466,-1.8156634067029,0.309396221811251,5.1729282063996e-10,4.52059473363468e-08
"LY6G6C",116.109607719163,4.94869238310541,0.866844188400921,6.16047580255478e-10,5.35542095422092e-08
"GABRE",915.051591105985,3.13308036084438,0.545761647462925,6.21173004549388e-10,5.37185237892607e-08
"TFR2",218.707532717402,3.90167738527995,0.683073491779143,6.37344107427398e-10,5.48314070452047e-08
"NANOS3",148.622876800492,5.16843478768704,0.91444019050376,6.41429080472875e-10,5.48983940833589e-08
"CEACAM7",45388.574153543,-5.21658773007251,0.923746819704495,6.75514043538137e-10,5.75191547636268e-08
"IL6R",1315.37894757006,-2.71438807432411,0.473181212228846,6.96094986472641e-10,5.89691895683252e-08
"HIST3H2A",714.820502106715,3.29897587335783,0.577595265606914,7.18729823191421e-10,6.0577614133352e-08
"MET",3257.0825121419,1.82550342387019,0.313131744880062,8.30463201301495e-10,6.96414696687375e-08
"UNC93A",110.664317461737,4.40978712941266,0.78033837767451,8.72518673820172e-10,7.28005028146238e-08
"SH3PXD2A-AS1",183.472225137274,3.84119988749125,0.677908716538459,8.80600721765851e-10,7.31074719210009e-08
"RP5-884M6.1",28.2103996009058,5.92884933588259,1.02638685451907,8.97058066432743e-10,7.41032444529814e-08
"RP11-776H12.1",40.8967119499757,3.81272087526285,0.676607977512626,9.49539067794743e-10,7.80502310973461e-08
"XDH",3685.48906161056,-3.79779817875036,0.677556312656215,9.69786855855653e-10,7.9088522016667e-08
"ZC3H12C",572.673844972464,-2.22982712002759,0.389767600281738,9.71697090544451e-10,7.9088522016667e-08
"EDN3",1123.35851120633,-3.32330110500577,0.587802318214585,9.93425475858102e-10,8.04626175665753e-08
"PVT1",265.602047502341,2.62481151156791,0.461883967083378,1.00627838510441e-09,8.11079917780274e-08
"UGP2",7737.68440886733,-2.37074725995875,0.416018508400548,1.01335878719083e-09,8.12841029107076e-08
"CCAT1",102.500404826748,3.89004893505052,0.691717652994452,1.03657734201626e-09,8.27467797444134e-08
"RP11-474D1.3",280.024580496646,7.89012692428648,1.41977980895613,1.13940222089351e-09,9.05197821804589e-08
"SCAND1",2627.98729698468,1.63973592701335,0.283422374566254,1.15940369582444e-09,9.16701855498522e-08
"SUCLG2",5590.00930290322,-1.62911435581333,0.282712627978105,1.17421046737715e-09,9.24009033191002e-08
"AFF3",195.327994744479,-3.14511946321916,0.558525434704748,1.18321595447772e-09,9.26703665478682e-08
"SRPX2",1328.7869101906,4.09000149845492,0.731732839399646,1.20983992333307e-09,9.43107140235792e-08
"HTR1D",149.292897307932,4.78935345786711,0.860924071071559,1.21847792368677e-09,9.45402217051171e-08
"ANPEP",19430.9467054735,-4.9267710323753,0.893082161461076,1.4613378018086e-09,1.12856059819674e-07
"FJX1",119.731847019829,3.16599622942844,0.566200838384846,1.49999803033162e-09,1.15305404146417e-07
"FER1L6",403.576513804908,-3.40003768637076,0.608824926115152,1.5381881644363e-09,1.176962040659e-07
"LIFR",611.383172498737,-3.58371892321508,0.645414561755801,1.67084100807758e-09,1.27259835312478e-07
"FUCA1",5135.35988286704,-1.64074674816184,0.288468934375739,1.80197930941094e-09,1.36241085133452e-07
"SLC35D1",2899.30110574472,-1.82753265568565,0.323015379695388,1.80516976206694e-09,1.36241085133452e-07
"NMB",162.319672466253,1.98381007170884,0.351580703080585,1.8718379067346e-09,1.40633468793762e-07
"SGPP1",708.465427527273,-1.64366572260859,0.289391371660688,1.94218946648183e-09,1.4526177433092e-07
"RPSAP58",579.944916600295,-3.00602395892115,0.544714858292332,2.12703606653672e-09,1.58373573312895e-07
"PPP1R35",687.835435827747,1.63536991885766,0.288580533039069,2.14873853013894e-09,1.59275243546549e-07
"LINC01356",23.6520532198984,3.36649003107664,0.60632881748249,2.1711971740318e-09,1.60224701678329e-07
"RPL35P2",107.243154536529,4.30131883514324,0.78910023390714,2.34741305543297e-09,1.71242403810788e-07
"PDZD7",54.3947809843611,2.82760982648422,0.509662353317948,2.35014178107989e-09,1.71242403810788e-07
"HAPLN1",243.56929082362,-2.98170794064598,0.541445368253318,2.35143748909055e-09,1.71242403810788e-07
"NBEAL1",455.323849274573,-1.96587352692625,0.3515808208078,2.41032581930766e-09,1.74764410060194e-07
"LINC00460",19.746086258339,6.49898809954828,1.21547054247276,2.44504732243553e-09,1.76511155398781e-07
"CCNO",297.465483182468,3.59586513709377,0.657371404022271,2.58793920876893e-09,1.85699869924864e-07
"NKD2",631.243942087409,4.5324995897068,0.83304519553925,2.59469825479212e-09,1.85699869924864e-07
"KREMEN2",103.010234664174,3.04123910550649,0.550803124394338,2.69523012144113e-09,1.91397431978207e-07
"GLP2R",251.081993907123,-3.37717647781815,0.616377941419534,2.69736202619251e-09,1.91397431978207e-07
"BBOX1-AS1",89.2652802544678,5.43775379780876,1.00105516980471,2.80446450274694e-09,1.98150334483447e-07
"ZNF579",432.830155236075,2.06145524858569,0.372535425267595,3.10397785870083e-09,2.18383255787579e-07
"CBX2",307.184971223955,3.16076844018655,0.579653097249823,3.14571011075685e-09,2.20385530291167e-07
"FOXP4-AS1",62.7723083293949,2.50785305262304,0.455696282494436,3.222386233769e-09,2.24808827838238e-07
"MLXIPL",890.672360978983,3.11682554199335,0.571647945716719,3.30308082892723e-09,2.29474284868233e-07
"C19orf45",116.879893790561,2.89498697111834,0.530678967119108,3.33089305817635e-09,2.304422847415e-07
"WDR74",1205.95181989021,1.69047638431069,0.303230516774621,3.46820570246204e-09,2.38946421094107e-07
"PRSS33",337.549620468724,5.77022919726932,1.07822807058222,3.52359766958052e-09,2.4175956903188e-07
"C1orf115",2098.26552224262,-2.21730825867471,0.40394813820119,3.64722669535182e-09,2.49212148352353e-07
"MFAP2",538.569071785482,2.9964607247493,0.552888203776125,3.98827982106487e-09,2.71399172741644e-07
"ZADH2",1532.75524616905,-1.2409475059848,0.220368430869237,4.11287254205362e-09,2.77694134782528e-07
"DGAT2",732.53083309929,2.64583663408876,0.486862672241069,4.11423495281269e-09,2.77694134782528e-07
"GRB7",1703.93590315125,2.32196438467566,0.42445744789483,4.1459580933946e-09,2.78702381306575e-07
"RP11-783K16.5",55.6556810505306,3.09451874358409,0.572364138177527,4.25594813182303e-09,2.84942591858023e-07
"SLC7A5",5056.94630552209,3.57443175343197,0.663968379601952,4.31510415343542e-09,2.87742929171252e-07
"ABHD3",2286.63986794824,-2.26952608957324,0.417337620077564,4.43208694672088e-09,2.94361486653414e-07
"SEMA6A",1911.43156957775,-2.86048721830281,0.529494382790073,4.45104915655493e-09,2.94443108348359e-07
"PDE3A",1518.5358211618,-2.9142850712899,0.541059653245624,4.57746803371207e-09,3.01604282665695e-07
"XKRX",148.370086642039,2.67224674460732,0.494109337659473,4.69647762121111e-09,3.07139477562648e-07
"OLR1",236.709799839989,4.50487701076188,0.844877522781586,4.69847189237006e-09,3.07139477562648e-07
"SYCE1L",120.04985752877,2.92947038410522,0.543833781750956,4.77429029664991e-09,3.10871827786569e-07
"TDP2",6076.8302279488,-1.96400890624063,0.359240432697866,4.85892846854522e-09,3.1514706363955e-07
"ZDHHC9",3610.98909979727,1.41278539329514,0.254321833038383,4.90940327217012e-09,3.17181836307831e-07
"HES4",358.940026328644,3.01304990853317,0.560034230843436,4.92866306339154e-09,3.17191943816097e-07
"FAM107A",490.402643089897,-3.13190065893634,0.583827537122362,5.31217972259184e-09,3.40553791945617e-07
"RP11-309L24.4",92.017452994065,2.27620403612424,0.42069612758279,5.6451021919151e-09,3.60504910748301e-07
"HDHD2",586.743873892553,-1.37369317543351,0.247617424694367,5.7235267295797e-09,3.64112788574488e-07
"NEU1",4328.59231485808,1.65587792782567,0.299323021883025,5.75060806554876e-09,3.64439298932716e-07
"SPHK1",642.197922990092,3.04726191116738,0.569572589398271,5.78328198281737e-09,3.65116403204181e-07
